Fuente de Financiación,Situacion de Fondos,Recurso Presupuestal,Codigo del Sector,Nombre del Sector,Codigo Entidad,Nombre Entidad,Apropiación Vigente,Compromisos,Obligaciones,Pagos
Propios,CSF,INGRESOS CORRIENTES,11,INFORMACION ESTADISTICA,4/3/2000,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,19889503617.0,6967327958.0,4222746091.0,4219983689.0
Propios,CSF,INGRESOS CORRIENTES,12,RELACIONES EXTERIORES,11/2/2000,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,326858000000.0,278907000000.0,227537000000.0,227537000000.0
Propios,CSF,INGRESOS CORRIENTES,12,RELACIONES EXTERIORES,11/4/2000,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,28347000000.0,24706994829.0,15917795564.0,15829723782.0
Propios,CSF,INGRESOS CORRIENTES,13,HACIENDA,13-09-00,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,31643748857.0,21625552791.0,15353265477.0,15353265477.0
Propios,CSF,INGRESOS CORRIENTES,13,HACIENDA,13-10-00,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,6847000000.0,4142804100.0,0.0,0.0
Propios,CSF,INGRESOS CORRIENTES,13,HACIENDA,13-13-00,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,433367000000.0,232903000000.0,210592000000.0,210588000000.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-03-00,CAJA DE RETIRO DE LAS FUERZAS MILITARES,376876000000.0,128012000000.0,124393000000.0,124393000000.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-07-00,INSTITUTO CASAS FISCALES DEL EJÉRCITO,48793409877.0,33539108531.0,21551417518.0,21532454854.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-08-00,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",3000000000.0,1123471758.0,1123471758.0,1123471758.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-10-00,CLUB MILITAR DE OFICIALES,52184000000.0,29063074669.0,25623103527.0,25435121925.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-11-00,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,457479000000.0,234046000000.0,230363000000.0,230350000000.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-12-01,FONPOLICÍA - GESTIÓN GENERAL,246046000000.0,157737000000.0,29299986616.0,28981774340.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-16-00,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,35250000000.0,21302071064.0,15575827326.0,15526075782.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-19-00,HOSPITAL MILITAR,479384000000.0,404998000000.0,293010000000.0,255099000000.0
Propios,CSF,INGRESOS CORRIENTES,14,DEFENSA Y POLICIA,15-20-00,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,916634000000.0,724158000000.0,562712000000.0,527396000000.0
Propios,CSF,INGRESOS CORRIENTES,15,INTERIOR,37-08-00,UNIDAD NACIONAL DE PROTECCIÓN - UNP,205694000000.0,179311000000.0,64874129386.0,64525511386.0
Propios,CSF,INGRESOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-02-00,SUPERINTENDENCIA DE SOCIEDADES,195121000000.0,128674000000.0,112996000000.0,112866000000.0
Propios,CSF,INGRESOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-03-00,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,182999000000.0,109820000000.0,88694727764.0,88690485983.0
Propios,CSF,INGRESOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-04-00,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,8023108000.0,5698863066.0,3956106869.0,3936399508.0
Propios,CSF,INGRESOS CORRIENTES,16,"COMERCIO, INDUSTRIA Y TURISMO",35-05-00,INSTITUTO NACIONAL DE METROLOGIA - INM,1597379817.0,510017028.0,117947642.0,117947642.0
Propios,CSF,INGRESOS CORRIENTES,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,1549000000.0,919879232.0,919879232.0,919879232.0
Propios,CSF,INGRESOS CORRIENTES,18,EMPLEO PUBLICO,5/3/2000,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP),18318000000.0,17706525478.0,10807195930.0,10799067043.0
Propios,CSF,INGRESOS CORRIENTES,18,EMPLEO PUBLICO,38-01-00,COMISIÓN NACIONAL DEL SERVICIO CIVIL,98575735277.0,63912578972.0,32504397614.0,32372374518.0
Propios,CSF,INGRESOS CORRIENTES,2,EDUCACION,22-34-00,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,15567182084.0,7705209110.0,5981951978.0,5951554249.0
Propios,CSF,INGRESOS CORRIENTES,2,EDUCACION,22-38-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,1307045262.0,892146254.0,553948569.0,545019319.0
Propios,CSF,INGRESOS CORRIENTES,2,EDUCACION,22-39-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,3154719772.0,1678924474.0,1575592005.0,1575592005.0
Propios,CSF,INGRESOS CORRIENTES,2,EDUCACION,22-41-00,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,15774295060.0,11162289868.0,6965778671.0,6901194363.0
Propios,CSF,INGRESOS CORRIENTES,2,EDUCACION,22-42-00,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,4849017000.0,3517911727.0,3137738555.0,3132455203.0
Propios,CSF,INGRESOS CORRIENTES,22,REGISTRADURIA,28-02-00,FONDO ROTATORIO DE LA REGISTRADURIA,154584000000.0,59181898714.0,34837554793.0,34837554793.0
Propios,CSF,INGRESOS CORRIENTES,26,FISCALIA,29-02-00,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,4786000000.0,459228762.0,459228762.0,459228762.0
Propios,CSF,INGRESOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/4/2000,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,702120000000.0,387348000000.0,286315000000.0,282455000000.0
Propios,CSF,INGRESOS CORRIENTES,27,JUSTICIA Y DEL DERECHO,12/8/2000,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,69020000.0,68946500.0,68946500.0,68946500.0
Propios,CSF,INGRESOS CORRIENTES,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),280804000000.0,239521000000.0,171239000000.0,171120000000.0
Propios,CSF,INGRESOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-02-00,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES - IDEAM",5882000000.0,4122506327.0,2613002933.0,2613002933.0
Propios,CSF,INGRESOS CORRIENTES,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-04-01,FONDO NACIONAL AMBIENTAL - GESTION GENERAL,206423000000.0,158670000000.0,129659000000.0,129659000000.0
Propios,CSF,INGRESOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-02-00,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),8170015660.0,5799970493.0,162251822.0,162251822.0
Propios,CSF,INGRESOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-03-00,INSTITUTO NACIONAL PARA SORDOS (INSOR),230000000.0,0.0,0.0,0.0
Propios,CSF,INGRESOS CORRIENTES,36,IGUALDAD Y EQUIDAD,46-04-00,INSTITUTO NACIONAL PARA CIEGOS (INCI),500000000.0,116333296.0,81407191.0,81407191.0
Propios,CSF,INGRESOS CORRIENTES,4,CULTURA,33-04-00,ARCHIVO GENERAL DE LA NACION,5000000001.0,3840952357.0,1400693807.0,1377693807.0
Propios,CSF,INGRESOS CORRIENTES,4,CULTURA,33-05-00,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,8963509929.0,3212572354.0,1925328790.0,1692235060.0
Propios,CSF,INGRESOS CORRIENTES,4,CULTURA,33-07-00,INSTITUTO CARO Y CUERVO,2397685744.0,875486081.0,431582288.0,430236913.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-03-00,INSTITUTO NACIONAL DE SALUD (INS),6738829000.0,2899781011.0,1843536733.0,1834701137.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-10-00,SUPERINTENDENCIA NACIONAL DE SALUD,233550000000.0,147381000000.0,135969000000.0,135407000000.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-12-00,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,216665000000.0,151272000000.0,128600000000.0,128401000000.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-13-01,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO - PENSIONES,13567292000.0,788972662.0,623981977.0,617167067.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-14-01,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD,143487000000.0,137069000000.0,86113917595.0,86083400399.0
Propios,CSF,INGRESOS CORRIENTES,5,SALUD Y PROTECCION SOCIAL,19-14-02,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - PENSIONES,27600000000.0,18788954672.0,16917621664.0,16917621664.0
Propios,CSF,INGRESOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-02-00,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),82494823412.0,53299624604.0,31104212296.0,30960566820.0
Propios,CSF,INGRESOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-15-00,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,4900931508.0,4885440756.0,2106977903.0,2106977903.0
Propios,CSF,INGRESOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-17-00,AGENCIA NACIONAL DE TIERRAS - ANT,3200000000.0,0.0,0.0,0.0
Propios,CSF,INGRESOS CORRIENTES,6,AGRICULTURA Y DESARROLLO RURAL,17-18-00,AGENCIA DE DESARROLLO RURAL - ADR,1020400658.0,0.0,0.0,0.0
Propios,CSF,INGRESOS CORRIENTES,7,MINAS Y ENERGIA,21-03-00,SERVICIO GEOLOGICO COLOMBIANO,17239769096.0,9265484353.0,6063875863.0,6022577753.0
Propios,CSF,INGRESOS CORRIENTES,7,MINAS Y ENERGIA,21-09-00,UNIDAD DE PLANEACION MINERO ENERGETICA - UPME,59631500000.0,41245596714.0,29177883752.0,29177883752.0
Propios,CSF,INGRESOS CORRIENTES,7,MINAS Y ENERGIA,21-11-00,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,122036000000.0,80151710428.0,63279432177.0,62328503220.0
Propios,CSF,INGRESOS CORRIENTES,7,MINAS Y ENERGIA,21-12-00,AGENCIA NACIONAL DE MINERIA - ANM,29836800000.0,17411944739.0,17411944739.0,17411944739.0
Propios,CSF,INGRESOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-06-00,FONDO UNICO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,2446630000000.0,2185970000000.0,1163560000000.0,1149710000000.0
Propios,CSF,INGRESOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-08-00,UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION DE COMUNICACIONES,52193340000.0,37848689326.0,31071675318.0,31067257411.0
Propios,CSF,INGRESOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-09-00,AGENCIA NACIONAL DEL ESPECTRO - ANE,48383464212.0,41885984345.0,22021738230.0,21860158575.0
Propios,CSF,INGRESOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-11-00,COMPUTADORES PARA EDUCAR (CPE),312913000000.0,159720000000.0,15342152235.0,14319089831.0
Propios,CSF,INGRESOS CORRIENTES,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-12-00,CORPORACIÓN AGENCIA NACIONAL DE GOBIERNO DIGITAL - AND,95866093137.0,67817804857.0,29046157321.0,17595728946.0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-02-00,INSTITUTO NACIONAL DE VIAS,1001420000000.0,758803000000.0,200556000000.0,184286000000.0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,2085160000000.0,1392610000000.0,684873000000.0,674437000000.0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-13-00,AGENCIA NACIONAL DE INFRAESTRUCTURA,272881000000.0,218904000000.0,150667000000.0,148583000000.0
Propios,CSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-17-00,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,79016779478.0,58127420138.0,42249557636.0,41848385652.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,10,PLANEACION,3/24/2000,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,49322662781.0,49322662781.0,49322662781.0,49322662781.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,11,INFORMACION ESTADISTICA,4/2/2000,FONDO ROTATORIO DEL DANE,661000000.0,507517892.0,481695128.0,481695128.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,12,RELACIONES EXTERIORES,11/2/2000,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,63474861645.0,36235857980.0,22335383697.0,22335383697.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,12,RELACIONES EXTERIORES,11/4/2000,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,1940510130.0,552428400.0,124297405.0,115115744.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,13,HACIENDA,13-09-00,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,17283705038.0,12161964712.0,9584347863.0,9584347863.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,13,HACIENDA,13-10-00,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,4067000000.0,876970782.0,0.0,0.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-03-00,CAJA DE RETIRO DE LAS FUERZAS MILITARES,50602000000.0,35845458724.0,25858313732.0,25858313732.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-07-00,INSTITUTO CASAS FISCALES DEL EJÉRCITO,11532590123.0,8168956647.0,2503628845.0,2503619557.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-10-00,CLUB MILITAR DE OFICIALES,10840000000.0,9021791782.0,4533967411.0,4081407282.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-11-00,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,12137000000.0,6146885584.0,2698710283.0,2698710283.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-12-01,FONPOLICÍA - GESTIÓN GENERAL,112688000000.0,87837543545.0,68998759651.0,68992159214.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-19-00,HOSPITAL MILITAR,8079000000.0,7703715682.0,3878715994.0,2281867567.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,14,DEFENSA Y POLICIA,15-20-00,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,20880000000.0,10925160000.0,8230960000.0,8230960000.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,16,"COMERCIO, INDUSTRIA Y TURISMO",35-02-00,SUPERINTENDENCIA DE SOCIEDADES,3388600000.0,3370734856.0,1468023911.0,1468023911.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,16,"COMERCIO, INDUSTRIA Y TURISMO",35-03-00,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,110124000000.0,89423469361.0,50681092181.0,50681092181.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,16,"COMERCIO, INDUSTRIA Y TURISMO",35-04-00,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,10748535000.0,6084676948.0,2911162997.0,2911162997.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,16,"COMERCIO, INDUSTRIA Y TURISMO",35-05-00,INSTITUTO NACIONAL DE METROLOGIA - INM,966695000.0,573970003.0,140984533.0,140984533.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,17,ORGANISMOS DE CONTROL,26-02-00,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,16201000000.0,11854169503.0,11826866765.0,11826866765.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,18,EMPLEO PUBLICO,5/3/2000,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP),120209000000.0,105034000000.0,55394100099.0,55332240169.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,18,EMPLEO PUBLICO,38-01-00,COMISIÓN NACIONAL DEL SERVICIO CIVIL,34386799230.0,19901623928.0,5599766977.0,5599766977.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,2,EDUCACION,22-34-00,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,3701492414.0,2897672977.0,1964239655.0,1956526454.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,2,EDUCACION,22-38-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,234513282.0,154383176.0,106813540.0,106813540.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,2,EDUCACION,22-39-00,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,2211900000.0,2021038612.0,1386049099.0,1386049099.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,2,EDUCACION,22-41-00,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,1118690116.0,815178609.0,666698205.0,666698205.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,2,EDUCACION,22-42-00,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,1467604777.0,1435898568.0,685648498.0,685648498.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,20,PRESIDENCIA DE LA REPUBLICA,2/13/2000,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,2212713347.0,2153544697.0,2151238032.0,2151238032.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,22,REGISTRADURIA,28-02-00,FONDO ROTATORIO DE LA REGISTRADURIA,49686703807.0,49686703807.0,29221706685.0,24382882610.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,22,REGISTRADURIA,28-03-00,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,15349613200.0,6652704400.0,5311004400.0,5311004400.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,26,FISCALIA,29-02-00,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,3299760000.0,3209717980.0,1466263447.0,1466263447.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,27,JUSTICIA Y DEL DERECHO,12/4/2000,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,39365000000.0,5160779476.0,5156612475.0,5156612475.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),105846000000.0,59833906811.0,58967911814.0,58965782346.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-02-00,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES - IDEAM",1053910847.0,969071824.0,605107563.0,605107563.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,3,AMBIENTE Y DESARROLLO SOSTENIBLE,32-04-01,FONDO NACIONAL AMBIENTAL - GESTION GENERAL,66928130000.0,58207924144.0,28240776751.0,28228062833.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,36,IGUALDAD Y EQUIDAD,46-02-00,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),617844000000.0,460444000000.0,320223000000.0,320223000000.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,36,IGUALDAD Y EQUIDAD,46-03-00,INSTITUTO NACIONAL PARA SORDOS (INSOR),130136174.0,128053944.0,81621499.0,81621499.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,36,IGUALDAD Y EQUIDAD,46-04-00,INSTITUTO NACIONAL PARA CIEGOS (INCI),1435320616.0,974839478.0,509693199.0,509693199.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,4,CULTURA,33-04-00,ARCHIVO GENERAL DE LA NACION,1336813883.0,1184261991.0,751522811.0,745426811.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,4,CULTURA,33-05-00,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,695928084.0,651040976.0,324927108.0,324927108.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,4,CULTURA,33-07-00,INSTITUTO CARO Y CUERVO,286165291.0,53359642.0,10635764.0,10635764.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-03-00,INSTITUTO NACIONAL DE SALUD (INS),5000000000.0,1372410738.0,626487097.0,625605611.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-10-00,SUPERINTENDENCIA NACIONAL DE SALUD,75346160000.0,47559323391.0,29842071232.0,28056327975.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-12-00,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,41000000000.0,26373889152.0,14610858377.0,14566346013.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-13-01,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO - PENSIONES,51219000000.0,39730373561.0,39489992450.0,39489992450.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-14-01,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD,16884284000.0,8420255372.0,8420255372.0,8420255372.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,5,SALUD Y PROTECCION SOCIAL,19-14-02,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - PENSIONES,4830674000.0,1697951000.0,1697951000.0,1697951000.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,6,AGRICULTURA Y DESARROLLO RURAL,17-02-00,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),20808165224.0,14609714143.0,7895195800.0,7849239133.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,6,AGRICULTURA Y DESARROLLO RURAL,17-15-00,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,2909127813.0,2909127813.0,0.0,0.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,6,AGRICULTURA Y DESARROLLO RURAL,17-17-00,AGENCIA NACIONAL DE TIERRAS - ANT,2219237398.0,0.0,0.0,0.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,6,AGRICULTURA Y DESARROLLO RURAL,17-18-00,AGENCIA DE DESARROLLO RURAL - ADR,7393024210.0,5175116947.0,405456537.0,405456537.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,7,MINAS Y ENERGIA,21-03-00,SERVICIO GEOLOGICO COLOMBIANO,8023303938.0,7736557829.0,4552809079.0,4543892599.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,7,MINAS Y ENERGIA,21-09-00,UNIDAD DE PLANEACION MINERO ENERGETICA - UPME,586358898.0,190064540.0,80101153.0,80101153.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,7,MINAS Y ENERGIA,21-10-00,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,3814100000.0,333584630.0,215572853.0,215572853.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,7,MINAS Y ENERGIA,21-11-00,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,4322870000000.0,4151730000000.0,3951210000000.0,3951200000000.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,7,MINAS Y ENERGIA,21-12-00,AGENCIA NACIONAL DE MINERIA - ANM,179882000000.0,138803000000.0,98051988426.0,94559092945.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,8,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,23-06-00,FONDO UNICO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,170692000000.0,169864000000.0,23284794324.0,23284794324.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,9,TRANSPORTE,24-02-00,INSTITUTO NACIONAL DE VIAS,5649587581.0,2481669251.0,200000.0,0.0
Propios,CSF,OTROS RECURSOS DE TESORERIA,9,TRANSPORTE,24-12-00,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,488713000000.0,319358000000.0,46462396448.0,43906442299.0
Propios,CSF,RENTAS PARAFISCALES,18,EMPLEO PUBLICO,5/3/2000,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP),252785000000.0,202345000000.0,142382000000.0,142167000000.0
Propios,CSF,RENTAS PARAFISCALES,29,TRABAJO,36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),1448880000000.0,911813000000.0,822006000000.0,821700000000.0
Propios,CSF,RENTAS PARAFISCALES,36,IGUALDAD Y EQUIDAD,46-02-00,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),3885390000000.0,2764490000000.0,1917050000000.0,1917030000000.0
Propios,SSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-02-00,INSTITUTO NACIONAL DE VIAS,50024601512.0,46328342592.0,3498680095.0,3498680095.0
Propios,SSF,INGRESOS CORRIENTES,9,TRANSPORTE,24-16-00,AGENCIA NACIONAL DE SEGURIDAD VIAL,195043000000.0,158251000000.0,156155000000.0,156152000000.0
